time_s,dc_voltage,estimated_ac,current,temperature,power,fault_label
4662.0,15.09,11.787,0.51,55.2,7.696,OVERTEMP_OVERLOAD
4664.0,15.68,12.042,0.51,57.4,7.997,OVERTEMP
4666.0,15.4,11.859,0.52,56.5,8.008,OVERTEMP
4668.0,16.09,12.372,0.5,56.0,8.045,OVERTEMP_OVERLOAD
4670.0,15.27,11.842,0.5,57.4,7.635,OVERTEMP
4672.0,15.61,12.12,0.5,56.3,7.805,OVERTEMP_OVERLOAD
4674.0,15.81,12.23,0.49,56.3,7.747,OVERTEMP
4676.0,15.25,11.832,0.5,53.8,7.625,OVERTEMP_OVERLOAD
4678.0,15.83,12.223,0.51,55.6,8.073,OVERTEMP_OVERLOAD
4680.0,16.1,12.393,0.53,56.0,8.533,OVERTEMP
4682.0,15.99,12.463,0.47,55.7,7.515,OVERTEMP_OVERLOAD
4684.0,15.94,12.257,0.51,54.5,8.129,OVERTEMP_OVERLOAD
4686.0,15.39,11.752,0.51,55.2,7.849,OVERTEMP
4688.0,14.88,11.532,0.52,55.6,7.738,OVERTEMP
4690.0,15.6,11.902,0.48,54.7,7.488,OVERTEMP_OVERLOAD
4692.0,15.35,12.053,0.51,55.2,7.829,OVERTEMP
4694.0,15.96,12.463,0.52,55.9,8.299,OVERTEMP
4696.0,15.52,12.05,0.5,56.2,7.76,OVERTEMP
4698.0,15.82,12.256,0.49,55.5,7.752,OVERTEMP
4700.0,15.85,12.174,0.49,54.4,7.766,OVERTEMP
4702.0,15.82,12.126,0.53,54.8,8.385,OVERTEMP
4704.0,15.46,11.815,0.53,56.0,8.194,OVERTEMP
4706.0,15.8,12.055,0.49,54.8,7.742,OVERTEMP_OVERLOAD
4708.0,16.21,12.423,0.51,56.1,8.267,OVERTEMP
4710.0,15.7,12.107,0.51,56.3,8.007,OVERTEMP
4712.0,15.9,12.16,0.5,55.0,7.95,OVERTEMP_OVERLOAD
4714.0,14.91,11.439,0.54,56.9,8.051,SENSOR_FAULT
4716.0,15.5,11.782,0.49,57.6,7.595,OVERTEMP_OVERLOAD
4718.0,15.64,12.038,0.5,56.8,7.82,OVERTEMP
4720.0,14.98,11.593,0.5,55.0,7.49,OVERTEMP
4722.0,16.1,12.308,0.47,55.2,7.567,OVERTEMP_OVERLOAD
4724.0,15.47,11.98,0.51,55.8,7.89,OVERTEMP_OVERLOAD
4726.0,15.38,11.78,0.5,56.8,7.69,OVERTEMP
4728.0,15.87,12.189,0.5,57.1,7.935,OVERTEMP_OVERLOAD
4730.0,15.73,12.146,0.5,55.9,7.865,OVERTEMP
4732.0,15.79,11.931,0.48,57.4,7.579,OVERTEMP
4734.0,15.36,12.04,0.5,56.4,7.68,OVERTEMP
4736.0,14.95,11.567,0.49,53.9,7.325,OVERTEMP
4738.0,15.7,12.22,0.53,56.1,8.321,OVERTEMP_OVERLOAD
4740.0,15.8,12.198,0.49,54.6,7.742,OVERTEMP
4742.0,15.08,11.794,0.52,55.8,7.842,OVERTEMP_OVERLOAD
4744.0,15.43,11.897,0.51,56.2,7.869,OVERTEMP_OVERLOAD
4746.0,15.45,11.772,0.51,55.1,7.88,OVERTEMP
4748.0,16.04,12.539,0.51,56.1,8.18,OVERTEMP_OVERLOAD
4750.0,15.51,11.836,0.52,56.2,8.065,OVERTEMP_OVERLOAD
4752.0,16.25,12.573,0.52,55.9,8.45,OVERTEMP_OVERLOAD
4754.0,15.46,11.802,0.52,53.6,8.039,OVERTEMP
4756.0,15.94,12.098,0.5,56.2,7.97,OVERTEMP
4758.0,16.25,12.432,0.52,55.8,8.45,OVERTEMP_OVERLOAD
4760.0,15.96,12.544,0.54,57.0,8.618,OVERTEMP_OVERLOAD
4762.0,15.28,11.848,0.48,54.8,7.334,OVERTEMP
4764.0,15.66,12.214,0.5,56.8,7.83,OVERTEMP_OVERLOAD
4766.0,15.06,11.586,0.49,56.8,7.379,OVERTEMP_OVERLOAD
4768.0,15.32,11.789,0.52,54.7,7.966,OVERTEMP_OVERLOAD
4770.0,15.72,12.039,0.49,56.8,7.703,OVERTEMP_OVERLOAD
4772.0,16.09,12.461,0.5,56.7,8.045,OVERTEMP_OVERLOAD
4774.0,15.38,11.876,0.46,56.4,7.075,OVERTEMP
4776.0,15.8,12.408,0.5,55.6,7.9,OVERTEMP_OVERLOAD
4778.0,15.08,11.616,0.51,55.4,7.691,OVERTEMP
4780.0,15.49,12.111,0.48,56.6,7.435,OVERTEMP_OVERLOAD
4782.0,15.76,12.199,0.5,55.0,7.88,OVERTEMP
4784.0,16.36,12.49,0.49,55.6,8.016,SENSOR_FAULT
4786.0,15.43,11.802,0.45,56.4,6.944,OVERTEMP_OVERLOAD
4788.0,15.03,11.58,0.51,54.9,7.665,OVERTEMP
4790.0,16.11,12.417,0.47,54.5,7.572,NORMAL
4792.0,16.0,12.377,0.47,56.4,7.52,OVERTEMP
4794.0,14.88,11.478,0.51,56.9,7.589,OVERTEMP
4796.0,16.04,12.278,0.52,56.1,8.341,OVERTEMP
4798.0,15.26,11.744,0.5,56.6,7.63,BORDERLINE_OVERTEMP
4800.0,14.83,11.435,0.51,56.2,7.563,OVERTEMP
4802.0,15.9,12.288,0.5,53.2,7.95,OVERTEMP
4804.0,15.1,11.743,0.47,56.1,7.097,BORDERLINE_OVERTEMP
4806.0,15.42,11.944,0.42,55.5,6.476,OVERTEMP
4808.0,15.96,12.198,0.42,57.0,6.703,OVERTEMP
4810.0,15.73,12.223,0.42,56.2,6.607,OVERTEMP
4812.0,15.17,12.0,0.41,56.2,6.22,OVERTEMP
4814.0,15.3,11.799,0.45,58.0,6.885,OVERTEMP
4816.0,15.5,11.784,0.4,55.9,6.2,OVERTEMP
4818.0,15.57,11.973,0.42,55.4,6.539,OVERTEMP
4820.0,15.0,11.606,0.4,56.3,6.0,OVERTEMP
4822.0,15.52,11.963,0.39,56.5,6.053,OVERTEMP
4824.0,15.71,12.182,0.39,57.1,6.127,OVERTEMP
4826.0,15.67,12.23,0.41,56.4,6.425,OVERTEMP
4828.0,15.81,12.188,0.35,57.3,5.534,OVERTEMP
4830.0,15.58,12.036,0.38,55.7,5.92,OVERTEMP
4832.0,15.39,11.829,0.39,55.9,6.002,OVERTEMP
4834.0,15.28,11.842,0.38,56.2,5.806,OVERTEMP
4836.0,15.24,11.943,0.35,56.6,5.334,OVERTEMP
4838.0,15.24,11.767,0.39,56.3,5.944,OVERTEMP
4840.0,15.46,11.831,0.35,57.0,5.411,OVERTEMP
4842.0,15.33,11.651,0.38,54.1,5.825,OVERTEMP
4844.0,15.59,11.979,0.37,56.5,5.768,OVERTEMP
4846.0,16.49,12.551,0.36,55.8,5.936,OVERTEMP
4848.0,15.64,11.871,0.37,57.2,5.787,OVERTEMP
4850.0,15.51,11.96,0.37,56.6,5.739,OVERTEMP
4852.0,15.79,12.278,0.35,57.6,5.526,OVERTEMP
4854.0,15.13,11.769,0.34,54.9,5.144,OVERTEMP
4856.0,15.15,11.697,0.35,56.5,5.303,OVERTEMP
4858.0,15.69,12.012,0.34,56.6,5.335,OVERTEMP
4860.0,15.49,11.948,0.36,56.1,5.576,OVERTEMP
4862.0,15.34,11.676,0.35,56.0,5.369,OVERTEMP
4864.0,15.44,12.047,0.36,54.7,5.558,OVERTEMP
4866.0,16.05,12.323,0.34,57.4,5.457,OVERTEMP
4868.0,15.75,12.178,0.35,56.9,5.512,OVERTEMP
4870.0,15.31,11.84,0.34,54.5,5.205,OVERTEMP
4872.0,15.8,12.023,0.36,55.9,5.688,OVERTEMP
4874.0,15.36,11.87,0.37,55.5,5.683,OVERTEMP
4876.0,15.22,11.877,0.36,55.5,5.479,OVERTEMP
4878.0,15.87,12.146,0.35,55.9,5.554,OVERTEMP
4880.0,15.1,11.707,0.34,56.2,5.134,OVERTEMP
4882.0,15.65,12.066,0.35,56.9,5.478,OVERTEMP
4884.0,15.85,12.234,0.33,52.0,5.231,OVERTEMP
4886.0,15.1,11.854,0.35,55.7,5.285,OVERTEMP
4888.0,15.74,12.166,0.35,56.8,5.509,OVERTEMP
4890.0,15.44,11.948,0.37,54.9,5.713,OVERTEMP
4892.0,15.06,11.836,0.35,56.2,5.271,OVERTEMP
4894.0,15.05,11.673,0.34,56.8,5.117,OVERTEMP
4896.0,15.66,12.215,0.34,55.4,5.324,OVERTEMP
4898.0,15.58,11.866,0.36,55.9,5.609,OVERTEMP
4900.0,15.93,12.132,0.36,58.3,5.735,OVERTEMP
4902.0,15.89,12.347,0.33,56.2,5.244,OVERTEMP
4904.0,14.87,11.426,0.35,55.4,5.204,OVERTEMP
4906.0,15.74,12.147,0.37,55.9,5.824,OVERTEMP
4908.0,15.64,12.184,0.35,54.9,5.474,OVERTEMP
4910.0,15.7,12.038,0.36,55.2,5.652,OVERTEMP
4912.0,15.54,11.908,0.33,54.3,5.128,OVERTEMP
4914.0,15.78,12.051,0.34,55.0,5.365,OVERTEMP
4916.0,15.44,12.035,0.35,58.2,5.404,OVERTEMP
4918.0,15.96,12.127,0.37,55.0,5.905,OVERTEMP
4920.0,15.21,11.6,0.37,55.4,5.628,OVERTEMP
4922.0,15.45,11.946,0.35,56.3,5.407,OVERTEMP
4924.0,15.31,11.799,0.36,55.4,5.512,OVERTEMP
4926.0,15.84,12.265,0.34,55.4,5.386,OVERTEMP
4928.0,15.3,12.053,0.35,56.6,5.355,OVERTEMP
4930.0,15.81,12.041,0.36,56.5,5.692,OVERTEMP
4932.0,15.64,12.065,0.35,56.3,5.474,OVERTEMP
4934.0,15.73,11.966,0.35,56.1,5.505,OVERTEMP
4936.0,15.49,11.942,0.37,56.3,5.731,OVERTEMP
4938.0,16.27,12.71,0.33,54.9,5.369,OVERTEMP
4940.0,15.62,12.091,0.35,54.8,5.467,OVERTEMP
4942.0,15.79,12.116,0.34,55.9,5.369,OVERTEMP
4944.0,15.69,12.197,0.34,57.3,5.335,OVERTEMP
4946.0,15.47,11.838,0.35,55.9,5.415,OVERTEMP
4948.0,15.44,12.022,0.35,57.6,5.404,BORDERLINE_OVERTEMP
4950.0,15.93,12.251,0.35,54.9,5.575,OVERTEMP
4952.0,15.94,12.548,0.33,56.6,5.26,OVERTEMP
4954.0,15.97,12.403,0.37,56.2,5.909,OVERTEMP
4956.0,15.35,11.88,0.36,56.7,5.526,OVERTEMP
4958.0,16.06,12.36,0.34,55.8,5.46,OVERTEMP
4960.0,15.24,11.891,0.35,54.3,5.334,OVERTEMP
4962.0,15.62,12.009,0.34,55.2,5.311,OVERTEMP
4964.0,15.84,12.089,0.36,55.3,5.702,OVERTEMP
4966.0,15.83,12.2,0.34,56.1,5.382,OVERTEMP
4968.0,15.71,11.869,0.36,54.7,5.656,OVERTEMP
4970.0,15.4,12.099,0.37,58.0,5.698,OVERTEMP
4972.0,15.53,11.9,0.33,53.6,5.125,OVERTEMP
4974.0,15.53,12.0,0.37,56.9,5.746,OVERTEMP
4976.0,15.29,11.886,0.34,56.3,5.199,OVERTEMP
4978.0,15.74,12.173,0.34,56.7,5.352,OVERTEMP
4980.0,15.22,11.726,0.34,56.7,5.175,OVERTEMP
4982.0,16.16,12.417,0.36,55.5,5.818,OVERTEMP
4984.0,15.62,12.121,0.34,55.1,5.311,OVERTEMP
4986.0,15.9,12.169,0.36,57.5,5.724,OVERTEMP
4988.0,16.19,12.221,0.34,55.0,5.505,OVERTEMP
4990.0,15.44,11.939,0.34,56.5,5.25,OVERTEMP
4992.0,15.18,11.517,0.34,55.6,5.161,OVERTEMP
4994.0,15.26,11.805,0.34,57.4,5.188,OVERTEMP
4996.0,15.83,12.344,0.33,57.2,5.224,OVERTEMP
4998.0,14.9,11.602,0.34,56.5,5.066,OVERTEMP
5000.0,15.36,11.866,0.35,55.4,5.376,OVERTEMP
5002.0,16.02,12.223,0.34,57.0,5.447,OVERTEMP
5004.0,15.3,11.911,0.36,56.9,5.508,OVERTEMP
5006.0,15.14,11.702,0.34,56.8,5.148,OVERTEMP
5008.0,15.22,11.965,0.36,55.3,5.479,OVERTEMP
5010.0,16.14,12.413,0.36,57.4,5.81,OVERTEMP
5012.0,15.87,12.182,0.37,56.2,5.872,OVERTEMP
5014.0,15.0,11.708,0.35,56.8,5.25,OVERTEMP
5016.0,15.78,12.09,0.34,54.0,5.365,OVERTEMP
5018.0,15.49,12.182,0.35,56.6,5.421,BORDERLINE_OVERTEMP
5020.0,15.64,12.066,0.35,55.7,5.474,OVERTEMP
5022.0,15.31,11.842,0.35,56.5,5.359,OVERTEMP
5024.0,15.76,12.213,0.36,54.2,5.674,OVERTEMP
5026.0,15.36,11.904,0.34,54.9,5.222,OVERTEMP
5028.0,15.52,11.794,0.33,56.5,5.122,OVERTEMP
5030.0,15.65,12.273,0.35,56.9,5.478,OVERTEMP
5032.0,15.12,11.734,0.35,55.7,5.292,OVERTEMP
5034.0,15.68,11.944,0.35,55.6,5.488,OVERTEMP
5036.0,15.95,12.232,0.212,56.9,3.388,OVERTEMP
5038.0,15.37,11.737,0.34,56.4,5.226,OVERTEMP
5040.0,16.25,12.678,0.33,56.3,5.362,OVERTEMP
5042.0,15.81,12.003,0.35,55.0,5.534,OVERTEMP
5044.0,15.87,12.074,0.37,55.6,5.872,OVERTEMP
5046.0,14.74,11.597,0.34,55.9,5.012,OVERTEMP
5048.0,15.84,12.121,0.35,55.6,5.544,OVERTEMP
5050.0,16.09,12.286,0.35,53.9,5.631,OVERTEMP
5052.0,15.3,11.798,0.34,56.6,5.202,OVERTEMP
5054.0,15.57,12.225,0.37,55.3,5.761,OVERTEMP
5056.0,15.36,11.868,0.35,55.7,5.376,OVERTEMP
5058.0,15.76,12.0,0.36,55.2,5.674,OVERVOLTAGE
5060.0,16.48,12.442,0.34,56.7,5.603,OVERTEMP
5062.0,15.5,11.627,0.35,56.5,5.425,OVERTEMP
5064.0,15.66,11.94,0.33,56.3,5.168,OVERTEMP
5066.0,15.3,11.754,0.35,54.9,5.355,OVERTEMP
5068.0,15.18,11.574,0.33,57.0,5.009,OVERTEMP
5070.0,15.54,11.881,0.36,55.4,5.594,OVERTEMP
5072.0,15.68,12.061,0.36,54.8,5.645,OVERTEMP
5074.0,14.99,11.492,0.34,56.0,5.097,OVERTEMP
5076.0,15.44,12.035,0.33,56.1,5.095,OVERTEMP
5078.0,15.21,11.889,0.34,56.5,5.171,OVERTEMP
5080.0,15.08,11.643,0.35,56.3,5.278,OVERTEMP
5082.0,14.73,11.421,0.36,57.5,5.303,OVERTEMP
5084.0,15.24,11.875,0.34,57.8,5.182,OVERTEMP
5086.0,15.82,12.154,0.35,55.3,5.537,OVERTEMP
5088.0,15.57,12.136,0.36,57.5,5.605,OVERTEMP
5090.0,15.1,11.741,0.35,56.7,5.285,OVERTEMP
5092.0,15.38,11.739,0.39,54.7,5.998,OVERTEMP
5094.0,15.68,12.047,0.38,55.2,5.958,OVERTEMP
5096.0,15.98,12.361,0.35,55.7,5.593,OVERTEMP
5098.0,15.7,12.13,0.36,57.3,5.652,OVERTEMP
5100.0,15.7,12.1,0.35,56.5,5.495,OVERTEMP
5102.0,15.6,11.841,0.37,57.5,5.772,OVERTEMP
5104.0,15.6,12.071,0.34,55.7,5.304,OVERTEMP
5106.0,15.83,12.068,0.35,54.1,5.54,OVERTEMP
5108.0,15.91,12.306,0.31,57.2,4.932,OVERTEMP
5110.0,16.06,12.401,0.35,53.9,5.621,OVERTEMP
5112.0,16.05,12.352,0.36,55.3,5.778,OVERTEMP
5114.0,15.41,11.746,0.34,57.0,5.239,OVERTEMP
5116.0,15.29,11.821,0.34,54.5,5.199,OVERTEMP
5118.0,16.01,12.416,0.35,54.5,5.604,OVERTEMP
5120.0,16.19,12.504,0.34,55.5,5.505,OVERTEMP
5122.0,16.17,12.504,0.34,54.7,5.498,OVERTEMP
5124.0,15.88,12.342,0.35,55.4,5.558,OVERTEMP
5126.0,15.79,11.993,0.34,56.0,5.369,OVERTEMP
5128.0,15.84,12.188,0.35,55.6,5.544,OVERTEMP
5130.0,15.61,12.011,0.36,56.6,5.62,OVERTEMP
5132.0,15.87,12.198,0.36,55.6,5.713,OVERTEMP
5134.0,15.55,11.94,0.36,55.6,5.598,OVERTEMP
5136.0,16.29,12.582,0.36,55.2,5.864,OVERTEMP
5138.0,15.64,12.194,0.36,56.1,5.63,OVERTEMP
5140.0,15.72,12.136,0.35,57.1,5.502,OVERTEMP
5142.0,15.64,12.052,0.35,55.9,5.474,OVERTEMP
5144.0,15.39,11.709,0.34,55.0,5.233,OVERTEMP
5146.0,15.29,11.771,0.35,56.1,5.351,OVERTEMP
5148.0,14.77,11.487,0.37,57.1,5.465,OVERTEMP
5150.0,16.27,12.376,0.34,57.9,5.532,OVERTEMP
5152.0,15.68,12.126,0.33,56.0,5.174,OVERTEMP
5154.0,15.55,11.925,0.36,56.1,5.598,OVERTEMP
5156.0,15.4,11.99,0.36,55.3,5.544,OVERTEMP
5158.0,16.03,12.581,0.33,57.1,5.29,OVERTEMP
5160.0,15.69,12.053,0.36,57.0,5.648,OVERLOAD
5162.0,15.66,12.125,0.33,56.1,5.168,OVERTEMP
5164.0,15.78,12.085,0.36,55.2,5.681,OVERTEMP
5166.0,17.069,13.052,0.35,56.2,5.974,OVERTEMP
5168.0,15.31,11.684,0.37,55.5,5.665,OVERTEMP
5170.0,15.44,11.794,0.32,55.3,4.941,OVERTEMP
5172.0,15.82,12.349,0.34,56.9,5.379,OVERTEMP
5174.0,15.87,12.027,0.35,56.1,5.554,OVERTEMP
5176.0,15.55,12.296,0.34,56.7,5.287,OVERTEMP
5178.0,15.78,12.165,0.32,55.6,5.05,OVERTEMP
5180.0,15.63,11.894,0.34,56.2,5.314,OVERTEMP
5182.0,15.27,11.853,0.36,55.0,5.497,OVERTEMP
5184.0,15.12,11.657,0.37,55.2,5.594,OVERTEMP
5186.0,15.72,12.177,0.34,56.1,5.345,OVERTEMP
5188.0,15.94,12.245,0.36,55.8,5.738,OVERTEMP
5190.0,16.42,12.615,0.36,55.1,5.911,OVERTEMP
5192.0,15.48,11.889,0.35,54.8,5.418,OVERTEMP
5194.0,16.24,12.627,0.36,53.5,5.846,OVERTEMP
5196.0,15.98,12.186,0.35,56.7,5.593,OVERTEMP
5198.0,15.43,11.68,0.37,55.7,5.709,OVERTEMP
5200.0,15.58,12.01,0.35,57.2,5.453,OVERTEMP
5202.0,15.45,11.827,0.36,56.1,5.562,OVERTEMP
5204.0,16.01,12.334,0.35,56.0,5.604,OVERTEMP
5206.0,15.22,11.731,0.34,56.0,5.175,OVERTEMP
5208.0,16.05,12.342,0.35,56.9,5.617,OVERTEMP
5210.0,15.97,12.283,0.36,56.0,5.749,OVERTEMP
5212.0,15.26,11.723,0.36,56.0,5.494,OVERTEMP
5214.0,15.99,12.425,0.33,55.6,5.277,OVERTEMP
5216.0,15.71,12.122,0.35,56.3,5.498,OVERTEMP
5218.0,15.07,11.571,0.35,57.6,5.274,OVERTEMP
5220.0,15.49,11.875,0.34,55.9,5.267,OVERTEMP
5222.0,15.77,12.015,0.35,56.8,5.519,OVERTEMP
5224.0,15.48,11.843,0.35,56.5,5.418,OVERTEMP
5226.0,15.92,12.189,0.37,55.0,5.89,OVERTEMP
5228.0,15.41,12.088,0.38,55.6,5.856,OVERTEMP
5230.0,15.16,11.612,0.34,55.3,5.154,OVERTEMP
5232.0,15.51,12.098,0.34,55.2,5.273,OVERTEMP
5234.0,16.03,12.338,0.36,56.5,5.771,OVERTEMP
5236.0,15.43,11.763,0.34,56.4,5.246,OVERTEMP
5238.0,15.25,11.821,0.37,57.9,5.643,OVERTEMP
5240.0,15.99,12.374,0.35,54.7,5.596,OVERTEMP
5242.0,15.8,12.281,0.35,55.8,5.53,OVERTEMP
5244.0,15.25,11.785,0.34,55.0,5.185,OVERTEMP
5246.0,15.22,11.723,0.34,55.3,5.175,OVERTEMP
5248.0,15.08,11.671,0.35,57.3,5.278,OVERTEMP
5250.0,16.14,12.414,0.37,56.8,5.972,OVERTEMP
5252.0,15.61,11.803,0.36,55.6,5.62,OVERTEMP
5254.0,15.77,12.143,0.34,55.0,5.362,OVERTEMP
5256.0,15.57,12.117,0.33,56.2,5.138,OVERTEMP
5258.0,15.2,11.988,0.37,54.4,5.624,OVERTEMP
5260.0,15.46,11.916,0.35,54.1,5.411,OVERTEMP
5262.0,15.68,11.965,0.35,55.4,5.488,OVERTEMP
5264.0,16.0,12.241,0.35,57.6,5.6,OVERTEMP
5266.0,15.45,11.772,0.36,54.4,5.562,OVERTEMP
5268.0,15.99,12.528,0.33,54.2,5.277,OVERTEMP
5270.0,15.11,11.348,0.35,56.1,5.288,OVERTEMP
5272.0,15.51,12.067,0.36,56.4,5.584,OVERTEMP
5274.0,15.46,11.755,0.36,55.3,5.566,OVERTEMP
5276.0,15.14,11.52,0.33,57.0,4.996,OVERTEMP
5278.0,15.7,12.258,0.35,55.9,5.495,OVERTEMP
5280.0,15.45,11.898,0.36,56.0,5.562,OVERTEMP
5282.0,16.41,12.678,0.33,57.3,5.415,OVERTEMP
5284.0,15.43,11.84,0.37,54.1,5.709,OVERTEMP
5286.0,15.18,11.776,0.36,54.9,5.465,OVERTEMP
5288.0,15.53,11.941,0.34,56.4,5.28,OVERTEMP
5290.0,15.22,11.493,0.39,55.5,5.936,OVERTEMP
5292.0,15.3,11.848,0.33,56.8,5.049,OVERTEMP
5294.0,15.74,12.077,0.35,55.7,5.509,OVERTEMP
5296.0,15.57,12.061,0.36,56.3,5.605,OVERTEMP
5298.0,15.78,12.194,0.36,56.3,5.681,OVERTEMP
5300.0,16.02,12.174,0.34,55.1,5.447,OVERTEMP
5302.0,15.66,12.052,0.33,56.5,5.168,OVERTEMP
5304.0,16.0,12.444,0.34,55.8,5.44,OVERTEMP
5306.0,16.09,12.406,0.34,56.2,5.471,OVERTEMP
5308.0,15.73,11.886,0.35,57.3,5.505,OVERTEMP
5310.0,15.45,12.078,0.36,56.5,5.562,OVERTEMP
5312.0,16.02,12.232,0.35,57.3,5.607,OVERTEMP
5314.0,15.93,12.269,0.37,57.2,5.894,OVERTEMP
5316.0,15.48,11.805,0.33,56.3,5.108,OVERTEMP
5318.0,15.32,11.821,0.33,55.5,5.056,OVERTEMP
5320.0,15.7,12.068,0.34,57.1,5.338,OVERTEMP
5322.0,15.32,11.864,0.35,58.0,5.362,OVERTEMP
5324.0,15.47,11.959,0.33,55.8,5.105,OVERTEMP
5326.0,15.46,12.097,0.33,55.1,5.102,OVERTEMP
5328.0,16.1,12.23,0.34,56.7,5.474,OVERTEMP
5330.0,16.09,12.157,0.35,57.0,5.631,OVERTEMP
5332.0,15.84,12.304,0.35,56.9,5.544,OVERTEMP
5334.0,15.62,12.03,0.34,56.8,5.311,OVERTEMP
5336.0,15.29,11.743,0.34,54.5,5.199,OVERTEMP
5338.0,15.99,12.397,0.35,55.5,5.596,OVERTEMP
5340.0,15.31,11.91,0.35,55.8,5.359,OVERTEMP
5342.0,15.05,11.603,0.34,54.3,5.117,OVERTEMP
5344.0,16.03,12.434,0.34,55.5,5.45,OVERTEMP
5346.0,15.98,12.159,0.35,56.7,5.593,OVERTEMP
5348.0,16.08,12.104,0.38,56.5,6.11,OVERTEMP
5350.0,15.4,12.032,0.36,55.6,5.544,OVERTEMP
5352.0,15.81,12.062,0.34,56.0,5.375,OVERTEMP
5354.0,15.54,12.234,0.34,57.2,5.284,OVERTEMP
5356.0,15.1,11.492,0.32,55.8,4.832,OVERTEMP
5358.0,15.62,12.061,0.36,57.5,5.623,OVERTEMP
5360.0,15.53,11.982,0.32,56.0,4.97,OVERTEMP
5362.0,15.82,11.998,0.34,55.6,5.379,OVERTEMP
5364.0,14.8,11.495,0.34,54.4,5.032,OVERTEMP
5366.0,15.42,11.511,0.34,55.0,5.243,OVERTEMP
5368.0,16.13,12.217,0.34,55.6,5.484,OVERTEMP
5370.0,15.94,12.215,0.35,55.2,5.579,OVERTEMP
5372.0,16.19,12.323,0.35,55.8,5.667,OVERTEMP
5374.0,14.94,11.683,0.35,56.3,5.229,OVERTEMP
5376.0,14.81,11.464,0.34,55.4,5.035,OVERTEMP
5378.0,15.55,11.879,0.35,56.4,5.442,OVERTEMP
5380.0,15.93,12.452,0.36,55.7,5.735,OVERTEMP
5382.0,16.15,12.608,0.36,53.0,5.814,OVERTEMP
5384.0,15.88,12.414,0.38,57.2,6.034,OVERTEMP
5386.0,15.91,12.268,0.37,58.0,5.887,OVERTEMP
5388.0,15.05,11.642,0.35,56.4,5.268,OVERTEMP
5390.0,15.16,11.806,0.33,55.3,5.003,OVERTEMP
5392.0,16.15,12.402,0.36,57.1,5.814,OVERTEMP
5394.0,14.99,11.534,0.34,55.7,5.097,OVERTEMP
5396.0,15.62,12.003,0.36,56.9,5.623,OVERTEMP
5398.0,14.93,11.69,0.34,56.0,5.076,OVERTEMP
5400.0,15.47,11.936,0.34,54.4,5.26,NORMAL
5402.0,15.82,12.177,0.33,52.2,5.221,BORDERLINE_OVERTEMP
5404.0,15.45,11.944,0.33,50.7,5.098,NORMAL
5406.0,15.58,11.968,0.32,49.5,4.986,BORDERLINE_OVERTEMP
5408.0,15.62,12.242,0.31,48.6,4.842,NORMAL
5410.0,15.37,11.904,0.3,46.7,4.611,NORMAL
5412.0,15.34,11.872,0.3,46.4,4.602,NORMAL
5414.0,15.47,11.965,0.29,46.5,4.486,BORDERLINE_OVERVOLTAGE
5416.0,15.47,11.903,0.29,45.9,4.486,NORMAL
5418.0,15.44,11.839,0.28,44.0,4.323,NORMAL
5420.0,15.3,11.88,0.27,43.2,4.131,NORMAL
5422.0,15.51,12.114,0.28,43.7,4.343,NORMAL
5424.0,15.53,12.056,0.27,42.1,4.193,NORMAL
5426.0,15.55,11.895,0.27,41.7,4.199,NORMAL
5428.0,15.67,12.008,0.26,42.2,4.074,NORMAL
5430.0,15.56,11.955,0.26,41.3,4.046,NORMAL
5432.0,15.59,11.92,0.28,41.1,4.365,NORMAL
5434.0,15.43,11.936,0.27,41.3,4.166,NORMAL
5436.0,15.76,11.899,0.27,41.1,4.255,NORMAL
5438.0,15.76,12.028,0.27,39.5,4.255,NORMAL
5440.0,15.4,11.91,0.26,39.7,4.004,NORMAL
5442.0,15.8,12.061,0.27,39.4,4.266,NORMAL
5444.0,15.91,12.3,0.26,39.6,4.137,NORMAL
5446.0,15.59,12.048,0.26,39.3,4.053,NORMAL
5448.0,15.25,11.731,0.25,39.0,3.812,NORMAL
5450.0,15.38,11.932,0.25,38.5,3.845,NORMAL
5452.0,15.58,12.049,0.24,38.7,3.739,NORMAL
5454.0,15.47,11.972,0.25,38.9,3.868,NORMAL
5456.0,15.26,11.78,0.26,38.5,3.968,NORMAL
5458.0,15.59,11.981,0.25,38.3,3.897,NORMAL
5460.0,15.98,12.259,0.25,39.5,3.995,NORMAL
5462.0,15.61,11.969,0.25,38.3,3.902,NORMAL
5464.0,15.36,12.072,0.25,38.4,3.84,NORMAL
5466.0,15.33,11.705,0.25,38.6,3.833,NORMAL
5468.0,15.76,12.216,0.25,37.3,3.94,NORMAL
5470.0,15.34,11.798,0.25,38.7,3.835,NORMAL
5472.0,15.81,12.268,0.26,38.1,4.111,NORMAL
5474.0,15.42,12.017,0.27,38.0,4.163,NORMAL
5476.0,15.8,12.146,0.25,38.0,3.95,NORMAL
5478.0,15.1,11.685,0.25,38.4,3.775,NORMAL
5480.0,14.9,11.561,0.24,37.9,3.576,SENSOR_FAULT
5482.0,15.67,11.948,0.25,38.5,3.917,NORMAL
5484.0,15.74,12.1,0.25,38.4,3.935,NORMAL
5486.0,16.03,12.357,0.25,37.7,4.008,NORMAL
5488.0,15.78,12.196,0.25,38.7,3.945,NORMAL
5490.0,15.05,11.696,0.25,38.0,3.763,NORMAL
5492.0,15.82,12.156,0.25,38.9,3.955,NORMAL
